text,chapter,gpt_4o_mini,gpt_5.4_mini,deepseek_v4_flash,deepseek_v4_pro,claude_haiku_4_5
"When parents are ﬁrst given their newborn baby to hold and can feel the baby’s skin against their skin and can feel the baby breathe, they have — more often than not — new and special feelings of love and awe.",21,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
The release of an egg is called ovulation.,11,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes,Yes.",",Yes,yes,yes,Yes,yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,yes,Yes,yes,Yes,yes,yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"Sperm leave the penis, swim up the vagina, through the uterus, and into a Fallopian tube, where an egg may be waiting to unite with a sperm.",20,",Yes.,No.,Yes.,Yes.,No.,Yes.,Yes.,No.,Yes.,No.,No.,Yes.,No.,No.,Yes.,Yes.,No.,No.,No.,Yes.,No.,Yes.,No.,No.,Yes.,Yes.,No.,Yes.,Yes.,No.",",Yes.,No.,Yes.,Yes.,No.,No.,No.,Yes.,No.,No.,No.,No.,Yes.,Yes.,No.,Yes.,Yes.,No.,No.,Yes.,No.,No.,Yes.,No.,No.,No.,No.,Yes.,Yes.,No.",",Yes.,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes",",Yes,Yes,Yes,yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,yes,yes,yes,Yes,Yes,Yes,yes,yes,Yes,Yes,yes,Yes,Yes,yes,yes,Yes,yes,yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
Adoption means that a family will bring another family’s baby or child into their family and raise that child as their very own.,22,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes",",Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes",",yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
They begin to produce the hor- mones estrogen and progesterone.,11,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,No.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.",",Yes,Yes,yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"As they travel, the sperm grow up enough to be able to fertilize — to unite with — a female’s egg.",12,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,No.,Yes.,No.,Yes.,Yes.,No.,Yes.,No.,No.,No.,No.,No.,No.,No.,No.,Yes.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.",",Yes,Yes.,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes",",Yes,Yes,Yes,Yes,Yes,yes,Yes,yes,yes,Yes,yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,yes,Yes,yes,Yes,Yes,yes,yes,Yes,Yes,Yes,yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
Many boys feel that starting to ejaculate is one of the biggest changes of puberty.,12,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes.,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes",",yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"All new babies, and any person under age eighteen who has not been vaccinated, should be vaccinated to keep them from getting hepatitis B.",27,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes",",Yes,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes",",yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"These lice are different from common head lice, because head lice are not transmitted from one person to another by sexual contact.",27,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes.,No.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes.,No.,Yes,Yes.,Yes.,Yes.,Yes,Yes",",Yes,No,No.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,no,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,no,No,Yes,Yes,Yes,Yes",",yes,Yes,Yes,Yes,yes,Yes,yes,Yes,no,No,yes,Yes,No,Yes,Yes,no,Yes,Yes,Yes,Yes,No,Yes,yes,yes,yes,yes,Yes,Yes,Yes,no",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"A few days later, the clamped piece of umbilical cord dries out and falls off painlessly.",21,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes.,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes.,Yes.,Yes,Yes",",Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes",",yes,yes,Yes,Yes,Yes,Yes,Yes,yes,yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,yes,Yes,yes,Yes,Yes,Yes,yes,yes,yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
They view puberty as a special part of growing up.,10,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,yes,yes,Yes,Yes,yes,Yes,Yes,Yes,yes,yes,Yes,yes,yes,yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
Usually only one egg grows up at a time.,11,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes",",Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"For most kids, puberty takes place over a stretch of time — over a few years.",10,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.",",Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes",",yes,Yes,Yes,yes,Yes,yes,Yes,yes,yes,Yes,Yes,Yes,yes,yes,Yes,Yes,yes,yes,Yes,Yes,Yes,Yes,yes,Yes,yes,Yes,yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"If you are female, your vagina and ovaries are two of your sex organs.",3,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes,Yes.,Yes.,Yes,Yes",",Yes.,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes.",",Yes,yes,Yes,yes,Yes,Yes,yes,yes,Yes,Yes,Yes,yes,yes,yes,Yes,yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"But many people think it can be com- forting and helpful to talk or even joke about sex and bodies with someone you know and trust like a friend, a parent, an older brother or sister, or a cousin.",9,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes",",Yes,yes,yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,yes,yes,Yes,Yes,Yes,Yes,Yes,yes,yes,Yes,Yes,Yes,yes,yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"After that sperm enters the egg, none of the others can get in, and fertilization takes place.",20,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",No.,Yes,Yes.,No.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,No.,No.,Yes.,Yes.,No.,Yes.,No.,Yes.,No.,Yes.,Yes,No.,Yes.,Yes.,No.,No.",",Yes.,Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes.",",Yes,yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"When people use the word adolescence, they are usually talking not only about the physical changes that take place during puberty, but also about all the new thoughts, feelings, relationships, and responsibilities kids have as they become young adults.",10,",Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes",",yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
Cyber-bullying means mistreating another person online .,25,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes",",Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,yes,Yes,Yes,yes,yes,Yes,Yes,Yes,yes,Yes,Yes,yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
